Event_Title,Event_Date,Event_Location,fighterA,fighterB,kdA,kdB,end_time,method,round,STRa,STRb,SubA,SubB,TDa,TDb,weight
UFC Fight Night: Blachowicz vs. Rakic,14-May-22,"Las Vegas, Nevada, USA",Andre Petroski,Nick Maximov,0,0,1:16,SUB,1,1,4,1,0,0,0,Middleweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Charles Oliveira,Justin Gaethje,1,1,3:22,SUB,1,30,21,2,0,0,0,Lightweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Carla Esparza,Rose Namajunas,0,0,5:00,S-DEC,5,30,37,0,0,2,1,Women's Strawweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Michael Chandler,Tony Ferguson,1,0,0:17,KO/TKO,2,27,20,0,0,1,0,Lightweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Ovince Saint Preux,Mauricio Rua,0,0,5:00,S-DEC,3,62,54,0,0,0,0,Light Heavyweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Randy Brown,Khaos Williams,0,1,5:00,S-DEC,3,93,75,0,0,0,0,Welterweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Francisco Trinaldo,Danny Roberts,0,0,5:00,U-DEC,3,80,36,1,0,0,0,Welterweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Macy Chiasson,Norma Dumont,0,0,5:00,S-DEC,3,32,38,0,0,6,0,Women's Featherweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Brandon Royval,Matt Schnell,0,1,2:14,SUB,1,14,12,1,0,0,0,Flyweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Blagoy Ivanov,Marcos Rogerio de Lima,0,0,5:00,U-DEC,3,62,68,0,0,0,1,Heavyweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Andre Fialho,Cameron VanCamp,1,0,2:35,KO/TKO,1,17,19,0,0,0,0,Welterweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Tracy Cortez,Melissa Gatto,0,0,5:00,U-DEC,3,36,30,1,1,2,3,Women's Flyweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",CJ Vergara,Kleydson Rodrigues,0,0,5:00,S-DEC,3,71,81,0,1,0,2,Flyweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Loopy Godinez,Ariane Carnelossi,0,0,5:00,U-DEC,3,46,9,2,0,8,0,Women's Strawweight
UFC 274: Oliveira vs. Gaethje,7-May-22,"Phoenix, Arizona, USA",Journey Newson,Fernie Garcia,0,0,5:00,U-DEC,3,57,37,0,0,2,0,Bantamweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Marlon Vera,Rob Font,3,0,5:00,U-DEC,5,159,271,0,0,0,1,Bantamweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Andrei Arlovski,Jake Collier,0,0,5:00,S-DEC,3,91,93,0,0,0,2,Heavyweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Joanderson Brito,Andre Fili,1,0,0:41,KO/TKO,1,14,6,0,0,0,0,Featherweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Grant Dawson,Jared Gordon,0,0,4:11,SUB,3,54,77,2,0,7,0,Lightweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Darren Elkins,Tristan Connelly,0,0,5:00,U-DEC,3,75,66,1,0,5,0,Featherweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Krzysztof Jotko,Gerald Meerschaert,0,0,5:00,U-DEC,3,65,37,0,0,4,1,Middleweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Alexandr Romanov,Chase Sherman,0,0,2:11,SUB,1,8,0,1,0,3,0,Heavyweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Francisco Figueiredo,Daniel Da Silva,0,0,1:18,SUB,1,5,4,1,0,0,1,Flyweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Gabe Green,Yohan Lainesse,0,1,4:02,KO/TKO,2,48,41,0,1,0,2,Welterweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Natan Levy,Mike Breeden,0,0,5:00,U-DEC,3,92,104,0,0,9,3,Lightweight
UFC Fight Night: Font vs. Vera,30-Apr-22,"Las Vegas, Nevada, USA",Shanna Young,Gina Mazany,0,0,3:11,KO/TKO,2,49,48,0,0,0,1,Women's Flyweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Jessica Andrade,Amanda Lemos,0,0,3:13,SUB,1,3,7,1,0,0,0,Women's Strawweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Claudio Puelles,Clay Guida,0,0,3:01,SUB,1,1,3,2,0,0,0,Lightweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Maycee Barber,Montana De La Rosa,0,0,5:00,U-DEC,3,50,14,0,0,1,1,Women's Flyweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Charles Jourdain,Lando Vannata,0,0,2:32,SUB,1,4,8,1,0,0,1,Featherweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Marc-Andre Barriault,Jordan Wright,0,0,2:36,SUB,1,13,12,1,0,0,2,Catch Weight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Sergey Khandozhko,Dwight Grant,2,1,4:15,KO/TKO,2,49,42,0,0,1,1,Welterweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Tyson Pedro,Ike Villanueva,1,0,4:55,KO/TKO,1,22,4,0,0,0,0,Light Heavyweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Aoriqileng,Cameron Else,1,0,2:48,KO/TKO,1,37,6,0,0,1,0,Bantamweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Preston Parsons,Evan Elder,0,0,5:00,U-DEC,3,75,27,5,0,4,0,Welterweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Philipe Lins,Marcin Prachnio,0,0,5:00,U-DEC,3,64,74,0,0,4,0,Light Heavyweight
UFC Fight Night: Lemos vs. Andrade,23-Apr-22,"Las Vegas, Nevada, USA",Mike Jackson,Dean Barry,0,1,3:52,DQ,1,18,36,0,0,0,0,Welterweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Belal Muhammad,Vicente Luque,0,0,5:00,U-DEC,5,60,84,0,0,5,0,Welterweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Caio Borralho,Gadzhi Omargadzhiev,0,0,3:56,U-DEC,3,31,12,0,0,1,1,Middleweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Andre Fialho,Miguel Baeza,1,0,4:39,KO/TKO,1,32,24,0,0,0,0,Welterweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Mayra Bueno Silva,Wu Yanan,0,0,5:00,U-DEC,3,87,62,2,0,0,1,Women's Bantamweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Pat Sabatini,TJ Laramie,0,0,5:00,U-DEC,3,36,15,0,0,6,1,Featherweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Mounir Lazzez,Ange Loosa,0,0,5:00,U-DEC,3,141,88,0,0,0,0,Welterweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Devin Clark,William Knight,1,0,3:21,KO/TKO,3,34,21,0,2,2,1,Heavyweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Pannie Kianzad,Lina Lansberg,0,1,5:00,U-DEC,3,78,39,0,0,1,0,Women's Bantamweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Drakkar Klose,Brandon Jenkins,2,0,0:33,KO/TKO,2,76,18,0,0,2,0,Lightweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Rafa Garcia,Jesse Ronson,0,0,4:50,SUB,2,35,25,1,0,3,0,Lightweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Martin Buday,Chris Barnett,1,0,1:38,U-DEC,3,56,23,0,0,0,0,Heavyweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Jordan Leavitt,Trey Ogden,0,0,5:00,S-DEC,3,69,41,0,2,0,1,Lightweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Sam Hughes,Istela Nunes,0,0,5:00,M-DEC,3,76,89,0,0,2,0,Women's Strawweight
UFC Fight Night: Luque vs. Muhammad,16-Apr-22,"Las Vegas, Nevada, USA",Alatengheili,Kevin Croom,1,0,0:47,KO/TKO,1,9,2,0,0,0,0,Bantamweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Alexander Volkanovski,Chan Sung Jung,1,0,0:45,KO/TKO,4,138,48,0,0,4,0,Featherweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Aljamain Sterling,Petr Yan,0,0,5:00,S-DEC,5,62,63,0,0,2,0,Bantamweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Khamzat Chimaev,Gilbert Burns,1,0,5:00,U-DEC,3,108,119,0,0,2,0,Welterweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Mackenzie Dern,Tecia Torres,0,0,5:00,S-DEC,3,50,76,3,0,0,0,Women's Strawweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Mark Madsen,Vinc Pichel,0,0,5:00,U-DEC,3,39,68,0,0,3,1,Lightweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Ian Garry,Darian Weeks,0,0,5:00,U-DEC,3,74,40,0,0,0,1,Welterweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Anthony Hernandez,Josh Fremd,0,0,5:00,U-DEC,3,48,31,3,1,8,1,Middleweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Raquel Pennington,Aspen Ladd,0,0,5:00,U-DEC,3,114,65,0,0,0,2,Women's Bantamweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Mike Malott,Mickey Gall,1,0,3:41,KO/TKO,1,28,13,0,0,0,1,Welterweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Aleksei Oleinik,Jared Vanderaa,0,0,3:39,SUB,1,8,15,1,0,0,0,Heavyweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Piera Rodriguez,Kay Hansen,0,0,5:00,U-DEC,3,50,31,0,0,3,2,Women's Strawweight
UFC 273: Volkanovski vs. The Korean Zombie,9-Apr-22,"Jacksonville, Florida, USA",Julio Arce,Daniel Santos,0,0,5:00,U-DEC,3,127,49,0,0,0,0,Bantamweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Curtis Blaydes,Chris Daukaus,1,0,0:17,KO/TKO,2,30,13,0,0,0,0,Heavyweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Alexa Grasso,Joanne Wood,0,0,3:57,SUB,1,16,34,1,0,2,0,Women's Flyweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Bryan Barberena,Matt Brown,0,0,5:00,S-DEC,3,111,81,0,0,0,5,Welterweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Kai Kara-France,Askar Askarov,0,0,5:00,U-DEC,3,51,27,0,2,0,2,Flyweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Neil Magny,Max Griffin,0,1,5:00,S-DEC,3,54,67,0,0,1,0,Welterweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Marc Diakiese,Viacheslav Borshchev,0,0,5:00,U-DEC,3,17,12,0,0,11,0,Lightweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Sara McMann,Karol Rosa,0,0,5:00,U-DEC,3,24,26,0,0,4,1,Women's Bantamweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Chris Gutierrez,Batgerel Danaa,1,0,2:34,KO/TKO,2,41,30,0,0,0,1,Bantamweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Aliaskhab Khizriev,Denis Tiuliulin,0,0,1:58,SUB,2,42,31,1,0,2,0,Middleweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Manon Fiorot,Jennifer Maia,0,0,5:00,U-DEC,3,83,37,0,0,2,1,Women's Flyweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Matheus Nicolau,David Dvorak,1,0,5:00,U-DEC,3,36,39,0,0,0,0,Flyweight
UFC Fight Night: Blaydes vs. Daukaus,26-Mar-22,"Columbus, Ohio, USA",Luis Saldana,Bruno Souza,0,0,5:00,U-DEC,3,84,66,0,0,2,1,Featherweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Tom Aspinall,Alexander Volkov,0,0,3:45,SUB,1,29,13,1,0,2,0,Heavyweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Arnold Allen,Dan Hooker,0,0,2:33,KO/TKO,1,49,14,0,0,0,0,Featherweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Paddy Pimblett,Kazula Vargas,0,0,3:49,SUB,1,3,7,1,0,1,0,Lightweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Gunnar Nelson,Takashi Sato,0,0,5:00,U-DEC,3,44,9,1,0,3,0,Welterweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Molly McCann,Luana Carolina,1,0,1:52,KO/TKO,3,85,64,0,0,2,0,Women's Flyweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Ilia Topuria,Jai Herbert,1,1,1:07,KO/TKO,2,20,22,0,0,1,0,Lightweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Makwan Amirkhani,Mike Grundy,0,0,0:57,SUB,1,0,0,1,0,0,1,Featherweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Sergei Pavlovich,Shamil Abdurakhimov,1,0,4:03,KO/TKO,1,21,17,0,0,0,0,Heavyweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Paul Craig,Nikita Krylov,0,0,3:57,SUB,1,2,19,1,0,1,1,Light Heavyweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Jack Shore,Timur Valiev,2,0,5:00,U-DEC,3,70,72,0,1,3,2,Bantamweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Elise Reed,Cory McKenna,0,0,5:00,S-DEC,3,76,60,0,0,0,3,Women's Strawweight
UFC Fight Night: Volkov vs. Aspinall,19-Mar-22,"London, England, United Kingdom",Muhammad Mokaev,Cody Durden,1,0,0:58,SUB,1,2,1,1,0,0,1,Flyweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Magomed Ankalaev,Thiago Santos,0,1,5:00,U-DEC,5,78,60,0,0,1,0,Light Heavyweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Song Yadong,Marlon Moraes,1,0,2:06,KO/TKO,1,14,9,0,0,0,0,Bantamweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Sodiq Yusuff,Alex Caceres,0,0,5:00,U-DEC,3,64,66,0,0,1,1,Featherweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Karl Roberson,2,0,0:25,KO/TKO,2,26,17,0,0,0,0,Light Heavyweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Drew Dober,Terrance McKinney,1,1,3:17,KO/TKO,1,17,36,0,0,0,2,Lightweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Alex Pereira,Bruno Silva,0,0,5:00,U-DEC,3,108,59,0,0,0,2,Middleweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Matthew Semelsberger,AJ Fletcher,0,0,5:00,U-DEC,3,40,34,0,2,1,4,Welterweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",JJ Aldrich,Gillian Robertson,0,0,5:00,U-DEC,3,60,52,0,0,0,1,Women's Flyweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Javid Basharat,Trevin Jones,0,0,5:00,U-DEC,3,89,62,0,0,0,0,Bantamweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Damon Jackson,Kamuela Kirk,0,0,4:42,SUB,2,32,22,1,0,2,0,Featherweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Miranda Maverick,Sabina Mazo,0,0,2:15,SUB,2,19,15,1,0,4,0,Women's Flyweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Cody Brundage,Dalcha Lungiambula,0,0,3:41,SUB,1,4,29,1,0,1,1,Middleweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Guido Cannetti,Kris Moutinho,0,0,2:07,KO/TKO,1,28,11,0,0,0,0,Bantamweight
UFC Fight Night: Santos vs. Ankalaev,12-Mar-22,"Las Vegas, Nevada, USA",Azamat Murzakanov,Tafon Nchukwi,1,0,0:44,KO/TKO,3,28,43,0,0,1,0,Light Heavyweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal,0,0,5:00,U-DEC,5,94,67,1,0,6,0,Welterweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Rafael Dos Anjos,Renato Moicano,1,0,5:00,U-DEC,5,149,88,0,0,5,0,Catch Weight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Bryce Mitchell,Edson Barboza,1,0,5:00,U-DEC,3,34,16,0,0,4,0,Featherweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Kevin Holland,Alex Oliveira,1,0,0:38,KO/TKO,2,50,21,0,1,0,2,Welterweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Serghei Spivac,Greg Hardy,0,0,2:16,KO/TKO,1,14,7,0,0,3,0,Heavyweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Jalin Turner,Jamie Mullarkey,1,0,0:46,KO/TKO,2,52,35,0,0,1,1,Lightweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Marina Rodriguez,Yan Xiaonan,0,0,5:00,S-DEC,3,72,56,0,0,0,2,Women's Strawweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Nicolae Negumereanu,Kennedy Nzechukwu,0,0,5:00,S-DEC,3,64,95,0,0,1,0,Light Heavyweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Maryna Moroz,Mariya Agapova,0,0,3:27,SUB,2,28,16,3,0,2,0,Women's Flyweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Umar Nurmagomedov,Brian Kelleher,0,0,3:15,SUB,1,18,1,1,0,1,0,Featherweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Tim Elliott,Tagir Ulanbekov,1,0,5:00,U-DEC,3,79,90,0,1,3,2,Flyweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Ludovit Klein,Devonte Smith,0,0,5:00,S-DEC,3,60,53,0,0,0,0,Lightweight
UFC 272: Covington vs. Masvidal,5-Mar-22,"Las Vegas, Nevada, USA",Dustin Jacoby,Michal Oleksiejczuk,0,0,5:00,U-DEC,3,89,69,0,0,1,1,Light Heavyweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Islam Makhachev,Bobby Green,0,0,3:23,KO/TKO,1,14,9,0,0,1,0,Catch Weight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Wellington Turman,Misha Cirkunov,0,0,1:29,SUB,2,15,30,2,1,0,1,Middleweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Priscila Cachoeira,Ji Yeon Kim,0,0,5:00,U-DEC,3,102,170,0,0,1,0,Women's Flyweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Arman Tsarukyan,Joel Alvarez,0,0,1:57,KO/TKO,2,36,7,0,0,2,0,Lightweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Armen Petrosyan,Gregory Rodrigues,0,0,5:00,S-DEC,3,127,61,0,2,0,2,Middleweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Ignacio Bahamondes,Rong Zhu,0,0,1:40,SUB,3,126,48,2,0,0,1,Lightweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Josiane Nunes,Ramona Pascual,2,0,5:00,U-DEC,3,98,52,0,0,0,3,Women's Featherweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Terrance McKinney,Fares Ziam,0,0,2:11,SUB,1,3,1,1,0,0,0,Lightweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Jonathan Martinez,Alejandro Perez,0,1,5:00,U-DEC,3,74,52,0,0,0,0,Featherweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Ramiz Brahimaj,Micheal Gillmore,0,0,2:02,SUB,1,0,0,3,0,1,0,Welterweight
UFC Fight Night: Makhachev vs. Green,26-Feb-22,"Las Vegas, Nevada, USA",Carlos Hernandez,Victor Altamirano,0,0,5:00,S-DEC,3,84,79,0,0,2,1,Flyweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker,1,0,2:55,KO/TKO,1,6,12,0,0,0,0,Light Heavyweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Kyle Daukaus,Jamie Pickett,0,0,4:59,SUB,1,6,5,2,0,3,0,Catch Weight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Parker Porter,Alan Baudot,0,0,5:00,U-DEC,3,43,55,0,0,2,0,Heavyweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Jim Miller,Nikolas Motta,1,0,1:58,KO/TKO,2,48,21,0,0,0,0,Lightweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Joaquin Buckley,Abdul Razak Alhassan,0,0,5:00,S-DEC,3,51,46,0,0,5,3,Middleweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",David Onama,Gabriel Benitez,1,0,4:24,KO/TKO,1,36,46,0,0,0,0,Featherweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Stephanie Egger,Jessica-Rose Clark,0,0,3:44,SUB,1,5,2,1,0,2,1,Women's Bantamweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Chas Skelly,Mark Striegl,1,0,2:01,KO/TKO,2,14,8,0,0,1,0,Featherweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Gloria de Paula,Diana Belbita,0,0,5:00,U-DEC,3,88,87,0,0,1,0,Women's Strawweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Chad Anheliger,Jesse Strader,2,0,3:33,KO/TKO,3,67,64,2,0,0,4,Bantamweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Jonathan Pearce,Christian Rodriguez,0,0,5:00,U-DEC,3,18,26,2,3,6,2,Featherweight
UFC Fight Night: Walker vs. Hill,19-Feb-22,"Las Vegas, Nevada, USA",Mario Bautista,Jay Perrin,0,0,5:00,U-DEC,3,72,42,0,0,4,2,Bantamweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Israel Adesanya,Robert Whittaker,1,0,5:00,U-DEC,5,79,59,0,0,0,4,Middleweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Tai Tuivasa,Derrick Lewis,1,0,1:40,KO/TKO,2,24,27,0,0,0,2,Heavyweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Jared Cannonier,Derek Brunson,0,1,4:29,KO/TKO,2,55,43,0,1,1,3,Middleweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Renato Moicano,Alexander Hernandez,0,0,1:23,SUB,2,33,37,1,0,2,0,Lightweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Bobby Green,Nasrat Haqparast,0,0,5:00,U-DEC,3,188,76,0,0,0,0,Lightweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Andrei Arlovski,Jared Vanderaa,0,0,5:00,S-DEC,3,64,70,0,0,0,0,Heavyweight
UFC 271: Adesanya vs. Whittaker 2,12-Feb-22,"Houston, Texas, USA",Casey O'Neill,Roxanne Modafferi,0,0,5:00,S-DEC,3,229,120,0,0,0,2,Women's Flyweight
